,Stock_Codes,Company_Name
624,506022,PRAKASH INDUSTRIES LTD.
625,506024,Hariyana Ventures Ltd
626,506027,BHORUKA ALUMINIUM LTD.
627,506041,MAHESH AGRICULTURE IMPLEMENTS & STEEL FORGE LTD.
628,506074,Arshiya Limited
629,506076,GRINDWELL NORTON LTD.
630,506079,LAKSHMI PRECISION SCREWS LTD.
631,506087,ANUP MALLEABLE LTD.
632,506103,VICTORIA ENTERPRISES LTD.
633,506105,STANROSE MAFATLAL INVESTMENTS AND FINANCE LTD.
634,506107,PRECIOUS TRADING & INVESTMENTS LTD.
635,506109,GENESYS INTERNATIONAL CORPORATION LTD.
636,506113,Lifeline Drugs & Pharma Ltd.
637,506120,ALNA TRADING & EXPORTS LTD.
638,506122,Pankaj Piyush Trade & Investment Ltd
639,506128,PARNAX LAB LTD.
640,506131,INDIACO VENTURES LTD.
641,506134,INTELLIVATE CAPITAL VENTURES LTD.
642,506142,VYAPAR INDUSTRIES LTD.
643,506146,VISAGAR POLYTEX LTD.
644,506159,ASIS LOGISTICS LIMITED
645,506161,ISHWARSHAKTI HOLDINGS & TRADERS LTD.
646,506162,TERRAFORM MAGNUM LTD.
647,506166,APIS INDIA LTD.
648,506170,Hiran Orgochem Ltd.
649,506178,Velox Industries Ltd
650,506180,Emergent Industrial Solutions Ltd
651,506184,KANANI INDUSTRIES LTD.
652,506186,Galaxy Cloud Kitchens Ltd
653,506190,SARVAMANGAL MERCANTILE CO.LTD.
654,506194,Arihant Superstructures Limited
655,506196,VIKSIT ENGINEERING LTD.
656,506197,BLISS GVS PHARMA LTD.
657,506222,Styrenix Performance Materials Ltd
658,506230,Rhodia Specialty Chemicals India Ltd.
659,506235,ALEMBIC LTD.
660,506248,AMINES & PLASTICIZERS LTD.
661,506260,ANUH PHARMA LTD.
662,506261,Modison Ltd
663,506285,BAYER CROPSCIENCE LTD.
664,506313,Sashwat Technocrats Limited
665,506315,BORAX MORARJI LTD.
666,506365,CHEMO PHARMA LABORATORIES LTD.
667,506390,Heubach Colorants India Ltd
668,506395,COROMANDEL INTERNATIONAL LTD.
669,506401,DEEPAK NITRITE LTD.
670,506405,DMCC Speciality Chemicals Ltd
671,506414,Fermenta Biotech Ltd
672,506457,GUJARAT CARBON & INDUSTRIES LTD.
673,506480,GOCL Corporation Ltd
674,506520,JAYSHREE CHEMICALS LTD.
675,506522,J.L.MORISON (INDIA) LTD.
676,506525,KANORIA CHEMICALS & INDUSTRIES LTD.
677,506528,KELTECH ENERGIES LTD.
678,506530,KEMP & COMPANY LTD.
679,506532,NITTA GELATIN INDIA LTD.
680,506543,M.P.AGRO INDUSTRIES LTD.
681,506579,ORIENTAL CARBON & CHEMICALS LTD.
682,506590,PCBL Ltd
683,506597,AMAL LTD.
684,506605,POLYCHEM LTD.
685,506615,Sunrise Asian Limited
686,506618,PUNJAB CHEMICALS AND CROP PROTECTION LTD.
687,506640,Gujchem Distillers India Ltd.
688,506642,SADHANA NITROCHEM LTD.
689,506655,SUDARSHAN CHEMICAL INDUSTRIES LTD.
690,506685,ULTRAMARINE & PIGMENTS LTD.
691,506687,TRANSPEK INDUSTRY LTD.
692,506690,UNICHEM LABORATORIES LTD.
693,506720,Zandu Realty Limited
694,506734,MYSORE PETRO CHEMICALS LTD.
695,506767,ALKYL AMINES CHEMICALS LTD.
696,506803,Fulford (india) Ltd.
697,506808,Tuticorin Alkali Chemicals And Fertilizers Ltd
698,506820,ASTRAZENECA PHARMA INDIA LTD.
699,506822,Aikyam Intellectual Property Consultancy Limited
700,506852,Primo Chemicals Ltd
701,506854,TANFAC INDUSTRIES LTD.
702,506858,GUJARAT PETROSYNTHESE LTD.
703,506863,SWADESHI INDUSTRIES LEASING CO.LTD.
704,506867,MASTER CHEMICALS LTD.
705,506874,SHREEJAL INFO HUBS LTD.
706,506879,GUJARAT THEMIS BIOSYN LTD.
707,506894,CHEMFAB ALKALIS LTD.
708,506910,JAYSYNTH DYESTUFF (INDIA) LTD.
709,506919,MAKERS LABORATORIES LTD.
710,506935,CONTINENTAL CHEMICALS LTD.
711,506938,Kappac Pharma Ltd.
712,506943,J.B.CHEMICALS & PHARMACEUTICALS LTD.
713,506945,INDO GULF INDUSTRIES LTD.
714,506947,ADVANCE PETROCHEMICALS LTD.
715,506971,B&B Realty Limited
716,506975,RAJASTHAN PETRO SYNTHETICS LTD.
717,506981,BLUE CHIP TEX INDUSTRIES LTD.
718,506985,Twilight Litaka Pharma Ltd.
719,506991,NOBLE EXPLOCHEM LTD.
720,507155,JAGATJIT INDUSTRIES LTD.
721,507180,KESAR ENTERPRISES LTD.
722,507205,TILAKNAGAR INDUSTRIES LTD.
723,507260,OUDH SUGAR MILLS LTD.
724,507265,Emerald Leisures Ltd
725,507300,RAVALGAON SUGAR FARM LTD.
726,507315,SAKTHI SUGARS LTD.
727,507405,Vishnu Sugar Mills Ltd.
728,507410,WALCHANDNAGAR INDUSTRIES LTD.
729,507435,KHODAY INDIA LTD.
730,507438,IFB AGRO INDUSTRIES LTD.
731,507442,DHARANI SUGARS & CHEMICALS LTD.
732,507446,SIMBHAOLI SUGARS LTD.
733,507450,THIRU AROORAN SUGARS LTD.
734,507458,UNITED BREWERIES (HOLDINGS) LTD.
735,507474,KOTHARI FERMENTATION & BIOCHEM LTD.
736,507486,CAPROLACTAM CHEMICALS LTD.
737,507488,G.M.BREWERIES LTD.
738,507490,RANA SUGARS LTD.
739,507498,PICCADILY SUGAR & ALLIED INDUSTRIES LTD.
740,507506,GIRDHARILAL SUGAR & ALLIED INDUSTRIES LTD.
741,507508,RIGA SUGAR COMPANY LTD.
742,507514,SOM DISTILLERIES & BREWERIES LTD.
743,507515,C.J.GELATINE PRODUCTS LTD.
744,507522,MOUNT SHIVALIK INDUSTRIES LTD.
745,507525,AMRIT CORP.LTD.
746,507526,ASSOCIATED ALCOHOLS & BREWERIES LTD.
747,507528,EASTERN SUGAR & INDUSTRIES LTD.
748,507543,COROMANDEL AGRO PRODUCTS & OILS LTD.
749,507552,FOODS & INNS LTD.
750,507580,IVP LTD.
751,507598,Kovilpatti Lakshmi Roller Flour Mills Ltd
752,507609,OLYMPIC OIL INDUSTRIES LTD.
753,507621,MILKFOOD LTD.
754,507645,POLSON LTD.
755,507649,RASOI LTD.
756,507652,Ratnamani Agro Industries Ltd
757,507663,SAGAR SOYA PRODUCTS LTD.
758,507685,WIPRO LTD.
759,507690,ORIENT BEVERAGES LTD.
760,507717,DHANUKA AGRITECH LTD.
761,507747,TTK HEALTHCARE LTD.
762,507753,TGV Sraac Ltd
763,507759,LIME CHEMICALS LTD.
764,507779,KANPUR PLASTIPACK LTD.
765,507785,TAINWALA CHEMICALS & PLASTICS (INDIA) LTD.
766,507789,JAGSONPAL PHARMACEUTICALS LTD.
767,507794,KHAITAN CHEMICALS & FERTILIZERS LTD.
768,507808,UNITED LEASING & INDUSTRIES LTD.
769,507813,NATIONAL OXYGEN LTD.
770,507815,GILLETTE INDIA LTD.
771,507817,WIRES & FABRIKS (SA) LTD.
772,507828,Ansal Housing Ltd
773,507833,COMPUTER POINT LTD.
774,507836,MAC CHARLES (INDIA) LTD.
775,507852,ADDI INDUSTRIES LTD.
776,507864,PIONEER INVESTCORP LTD.
777,507870,Lloyds Finance Ltd.
778,507872,ASHNOOR TEXTILE MILLS LTD.
779,507878,UNITECH LTD.
780,507880,V.I.P.INDUSTRIES LTD.
781,507886,DHRUV ESTATES LTD.
782,507892,WINSOME DIAMONDS AND JEWELLERY LTD.
783,507894,SCHABLONA INDIA LTD.
784,507910,FIBERWEB (INDIA) LTD.
785,507912,LKP Finance Limited
786,507917,EAST BUILDTECH LTD.
787,507918,Sri Arumuga Enterprise Limited
788,507938,MANIPAL FINANCE CORPORATION LTD.
789,507944,BAJAJ STEEL INDUSTRIES LTD.
790,507946,KIDUJA INDIA LTD.
791,507948,KEY CORP LTD.
792,507952,SHIKHAR LEASING & TRADING LTD.
793,507960,GUJARAT HOTELS LTD.
794,507962,Rajath Finance Limited
795,507966,RAS RESORTS & APART HOTELS LTD.
796,507968,Jolly Plastic Industries Ltd.
797,507970,PARAMOUNT COSMETICS (INDIA) LTD.
798,507981,JINDAL HOTELS LTD.
799,507984,SER INDUSTRIES LTD.
800,507987,JUPITER INDUSTRIES & LEASING LTD.
801,507998,SIMMONDS MARSHALL LTD.
802,508136,B & A LTD.
803,508306,LEDO TEA CO.LTD.
804,508486,HAWKINS COOKERS LTD.
805,508494,WARREN TEA LTD.
806,508571,COCHIN MALABAR ESTATES & INDUSTRIES LTD.
807,508664,BEST EASTERN HOTELS LTD.
808,508670,NEELAMALAI AGRO INDUSTRIES LTD.
809,508807,IST LTD.
810,508814,Cosmo First Ltd
811,508860,Diamant Infrastructure Limited
812,508867,NEW MARKETS ADVISORY LTD.
813,508869,APOLLO HOSPITALS ENTERPRISE LTD.
814,508875,Nitin Castings Ltd
815,508900,Zenith Capitals Ltd.
816,508905,SMIFS CAPITAL MARKETS LTD.
817,508906,EVEREST INDUSTRIES LTD.
818,508918,Ironwood Education Ltd
819,508922,MSR INDIA LTD.
820,508924,NORTHERN PROJECTS LTD.
821,508929,Joy Realty Limited
822,508933,AYM Syntex Ltd
823,508939,BLUE CIRCLE SERVICES LTD.
824,508941,PANASONIC CARBON INDIA CO.LTD.
825,508954,Finkurve Financial Services Ltd
826,508956,HB LEASING & FINANCE CO.LTD.
827,508961,SHRICON INDUSTRIES LTD.
828,508963,STERLING GUARANTY & FINANCE LTD.
829,508969,Sulabh Engineers & Services Ltd.
830,508976,Spanco Ltd.
831,508980,Frontier Capital Ltd
832,508982,Linkson International Ltd.
833,508989,Navneet Education Limited
834,508993,KEDIA CONSTRUCTION CO.LTD.
835,508996,SATRA PROPERTIES (INDIA) LTD.
836,508998,STERLING INTERNATIONAL ENTERPRISES LTD.
837,509003,TRANSOCEANIC PROPERTIES LTD.
838,509009,AuSom Enterprise Limited
839,509015,THAKRAL SERVICES (INDIA) LTD.
840,509020,RUCHI INFRASTRUCTURE LTD.
841,509024,Golden Legand Leasing & Finance Ltd.
842,509026,VJTF EDUSERVICES LTD.
843,509038,VOLTAIRE LEASING & FINANCE LTD.
844,509040,NETLINK SOLUTIONS (INDIA) LTD.
845,509046,Triliance Polymers Ltd
846,509048,LANCOR HOLDINGS LTD.
847,509051,INDIAN INFOTECH & SOFTWARE LTD.
848,509053,BANAS FINANCE LTD.
849,509055,VISAKA INDUSTRIES LTD.
850,509069,INFOMEDIA PRESS LTD.
851,509073,HATHWAY BHAWANI CABLETEL & DATACOM LTD.
852,509077,Pressman Advertising Limited
853,509079,GUFIC BIOSCIENCES LTD.
854,509084,PHOTON CAPITAL ADVISORS LTD.
855,509099,OSWAL LEASING LTD.
856,509110,Ari Consolidated Investments Ltd.
857,509130,Dunlop India Ltd.
858,509148,GOVIND RUBBER LTD.
859,509152,GRP LTD.
860,509162,INDAG RUBBER LTD.
861,509196,MM RUBBER COMPANY LTD.
862,509220,PTL ENTERPRISES LTD.
863,509243,TVS SRICHAKRA LTD.
864,509423,Sanathnagar Enterprises Limited
865,509438,BENARES HOTELS LTD.
866,509449,BHAGWATI OXYGEN LTD.
867,509470,Bombay Oxygen Investments Ltd
868,509472,CRAVATEX LTD.
869,509480,BERGER PAINTS INDIA LTD.
870,509486,CAPRIHANS INDIA LTD.
871,509488,GRAPHITE INDIA LTD.
872,509496,ITD CEMENTATION INDIA LTD.
873,509499,Centron Industrial Alliance Ltd.
874,509525,EMPIRE INDUSTRIES LTD.
875,509527,FALCON TYRES LTD.
876,509546,GRAVISS HOSPITALITY LTD.
877,509550,GAMMON INDIA LTD.
878,509557,Garware Technical Fibres Ltd
879,509563,GARWARE MARINE INDUSTRIES LTD.
880,509567,GOA CARBON LTD.
881,509597,HARDCASTLE & WAUD MFG.CO.LTD.
882,509627,HINDUSTAN DORR-OLIVER LTD.
883,509631,HEG LTD.
884,509635,HINDUSTAN COMPOSITES LTD.
885,509650,HINDUSTAN HOUSING CO.LTD.
886,509675,HIL LTD.
887,509692,INDIAN CARD CLOTHING CO.LTD.
888,509709,INTERNATIONAL CONVEYORS LTD.
889,509715,JAY SHREE TEA & INDUSTRIES LTD.
890,509760,MODERN SHARES & STOCKBROKERS LTD.
891,509762,Mapro Industries Ltd.
892,509782,OSEASPRE CONSULTANTS LTD.
893,509820,Huhtamaki India Ltd
894,509835,PREMIER SYNTHETICS LTD.
895,509839,PUNJAB WOOLCOMBERS LTD.
896,509845,R.J.SHAH & CO.LTD.
897,509870,SHAH CONSTRUCTION CO.LTD.
898,509874,SHALIMAR PAINTS LTD.
899,509887,SINNAR BIDI UDYOG LTD.
900,509895,HINDOOSTAN MILLS LTD.
901,509910,SOUTHERN GAS LTD.
902,509917,TECHNOJET CONSULTANTS LTD.
903,509930,SUPREME INDUSTRIES LTD.
904,509945,THACKER & CO.LTD.
905,509953,TRADE WINGS LTD.
906,509960,U.p.hotels Ltd.
907,509966,VST INDUSTRIES LTD.
908,509992,Ub Engineering Ltd.
909,510245,SWASTI VINAYAKA SYNTHETICS LTD.
910,511000,MADHUSUDAN SECURITIES LTD.
911,511012,YAMINI INVESTMENTS COMPANY LTD.
912,511016,Premier Capital Services Ltd.
913,511018,Milgrey Finance & Investments Ltd
914,511024,SUBWAY FINANCE & INVESTMENT CO.LTD.
915,511034,JINDAL DRILLING & INDUSTRIES LTD.
916,511038,Arco Leasing Ltd.
917,511048,KUSAM ELECTRICAL INDUSTRIES LTD.
918,511060,JUMBO FINANCE LTD.
919,511064,Aplaya Creations Ltd
920,511066,SAKTHI FINANCE LTD.
921,511072,DEWAN HOUSING FINANCE CORPORATION LTD.
922,511074,Easy Fincorp Ltd
923,511076,SAT INDUSTRIES LTD.
924,511082,Maa Jagdambe Tradelinks Limited
925,511092,JMD Ventures Ltd
926,511096,TIVOLI CONSTRUCTION LTD.
927,511108,SHIVA TEXYARN LTD.
928,511110,V.B.DESAI FINANCIAL SERVICES LTD.
929,511114,Valuemart Retail Solutions Ltd
930,511116,Quadrant Televentures Limited
931,511122,FIRST CUSTODIAN FUND (INDIA) LTD.
932,511128,GALAXY CONSOLIDATED FINANCE LTD.
933,511131,KAMANWALA HOUSING CONSTRUCTION LTD.
934,511138,KOTHARI WORLD FINANCE LTD.
935,511139,BAJRANG FINANCE LTD.
936,511144,Asya Infosoft Limited
937,511147,WSFx Global Pay Ltd
938,511149,REMI SECURITIES LTD.
939,511153,Anjani Foods Ltd
940,511169,RKD Agri & Retail Ltd
941,511176,PARSHWANATH CORPORATION LTD.
942,511185,Rajvi Logitrade Ltd
943,511187,Millennium Online Solutions ( India ) Ltd
944,511196,CAN FIN HOMES LTD.
945,511200,MUNOTH CAPITAL MARKET LTD.
946,511208,IL&FS INVESTMENT MANAGERS LTD.
947,511210,Basil Infrastructure Projects Ltd.
948,511218,Shriram Finance Ltd
949,511243,Cholamandalam Investment and Finance Company Ltd
950,511246,Bombay Talkies Ltd
951,511254,SAGAR SYSTECH LTD.
952,511260,ID Info Business Services Ltd
953,511272,CFL CAPITAL FINANCIAL SERVICES LTD.
954,511276,Mefcom Agro Industries Ltd.
955,511288,GRUH FINANCE LTD.
956,511306,Pal Credit & Capital Ltd.
957,511333,VLS FINANCE LTD.
958,511355,INDIA CEMENTS CAPITAL LTD.
959,511357,KAILASH AUTO FINANCE LTD.
960,511359,AD-MANUM FINANCE LTD.
961,511361,Vishwamitra Financial Services Limited
962,511367,MEGLON INFRA-REAL (INDIA) LTD.
963,511369,First Financial Services Ltd.
964,511377,MEHTA INTEGRATED FINANCE LTD.
965,511389,VIDEOCON INDUSTRIES LTD.
966,511391,INTER GLOBE FINANCE LTD.
967,511393,DFL INFRASTRUCTURE FINANCE LTD.
968,511395,BALA TECHNO GLOBAL LTD.
969,511401,Munoth Communication Ltd
970,511411,SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.
971,511413,CREST VENTURES LIMITED
972,511421,Pine Animation Limited
973,511427,ATN INTERNATIONAL LTD.
974,511431,Vakrangee Limited
975,511433,Insta Finance Limited
976,511441,Gujarat Credit Corporation Ltd.
977,511447,Sylph Technologies Ltd.
978,511451,DHARANI FINANCE LTD.
979,511463,Rudraksh Cap-tech Ltd.
980,511473,INDBANK MERCHANT BANKING SERVICES LTD.
981,511489,Gandhinagar Leasing & Finance Ltd.
982,511493,Shrydus Industries Ltd
983,511501,BHARAT BHUSHAN SHARE & COMMODITY BROKERS LTD.
984,511503,Secure Earth Technoligies Ltd.
985,511505,CAPITAL TRUST LTD.
986,511507,USHAKIRAN FINANCE LTD.
987,511509,VIVO BIO TECH LTD.
988,511523,Veerhealth Care Limited
989,511525,PAN INDIA CORPORATION LTD.
990,511533,SAHARA HOUSINGFINA CORPORATION LTD.
991,511535,NDA SECURITIES LTD.
992,511539,Supra Trends Limited
993,511543,GSB FINANCE LTD.
994,511549,MORARKA FINANCE LTD.
995,511551,Monarch Networth Capital Ltd
996,511557,PRO FIN CAPITAL SERVICES LTD.
997,511559,TIMES GUARANTY LTD.
998,511571,SOM DATT FINANCE CORPORATION LTD.
999,511577,SAVANI FINANCIALS LTD.
1000,511585,REGENCY TRUST LTD.
1001,511589,Avonmore Capital & Management Services Limited
1002,511593,Libord Finance Ltd
1003,511597,PALSOFT INFOSYSTEMS LTD.
1004,511601,YASH MANAGEMENT & SATELLITE LTD.
1005,511605,ARIHANT CAPITAL MARKETS LTD.
1006,511607,BIRLA SHLOKA EDUTECH LTD.
1007,511609,ISL CONSULTING LTD.
1008,511611,DCM FINANCIAL SERVICES LTD.
1009,511618,JIK INDUSTRIES LTD.
1010,511626,RR FINANCIAL CONSULTANTS LTD.
1011,511628,IM+ Capitals Limited
1012,511630,SAMBHAAV MEDIA LTD.
1013,511634,DUGAR HOUSING DEVELOPMENTS LTD.
1014,511636,DJS STOCK & SHARES LTD.
1015,511638,MADHUR CAPITAL & FINANCE LTD.
1016,511640,SANGHI CORPORATE SERVICES LTD.
1017,511642,WISEC GLOBAL LTD.
1018,511652,GEMMIA OILTECH (INDIA) LTD.
1019,511654,SUGAL & DAMANI SHARE BROKERS LTD.
1020,511658,NETTLINX LTD.
1021,511660,Premium Capital Market & Investments Ltd.
1022,511664,BGIL FILMS & TECHNOLOGIES LTD.
1023,511668,Fact Enterprise Ltd.
1024,511672,Scan Steels Limited
1025,511676,GIC HOUSING FINANCE LTD.
1026,511682,IFL PROMOTERS LTD.
1027,511688,MATHEW EASOW RESEARCH SECURITIES LTD.
1028,511690,WARNER MULTIMEDIA LTD.
1029,511692,AJCON GLOBAL SERVICES LTD.
1030,511696,CHARTERED CAPITAL & INVESTMENT LTD.
1031,511698,BHAGYASHREE LEASING & FINANCE LTD.
1032,511700,STANDARD CAPITAL MARKETS LTD.
1033,511702,YOGI Ltd
1034,511706,ACTION FINANCIAL SERVICES (INDIA) LTD.
1035,511710,CUBICAL FINANCIAL SERVICES LTD.
1036,511712,RELIC TECHNOLOGIES LTD.
1037,511714,NIMBUS PROJECTS LTD.
1038,511716,Invigorated Business Consulting Ltd
1039,511720,CAPMAN FINANCIALS LTD.
1040,511724,Baid Finserv Ltd
1041,511726,VIPUL LTD.
1042,511728,K.Z.LEASING & FINANCE LTD.
1043,511730,Avasara Finance Ltd
1044,511734,PASUPATI FINCAP LTD.
1045,511736,USHDEV INTERNATIONAL LTD.
1046,511738,MEHTA SECURITIES LTD.
1047,511740,MEHTA HOUSING FINANCE LTD.
1048,511742,Ugro Capital Ltd
1049,511754,SHALIBHADRA FINANCE LTD.
1050,511756,ABIRAMI FINANCIAL SERVICES (INDIA) LTD.
1051,511758,MANSI FINANCE (CHENNAI) LTD.
1052,511760,Seven Hill Industries Limited
1053,511764,Aastamangalam Finance Ltd
1054,511766,MUTHOOT CAPITAL SERVICES LTD.
1055,511768,MASTER TRUST LTD.
1056,512004,NILKANTH ENGINEERING LTD.
1057,512008,EFC (I) Ltd
1058,512011,TEA TIME LTD.
1059,512014,SOBHAGYA MERCHANTILE LTD.
1060,512017,Exdon Trading Co.ltd.
1061,512018,CNI RESEARCH LTD.
1062,512020,SARASWATI COMMERCIAL (INDIA) LTD.
1063,512022,WINRO COMMERCIAL (INDIA) LTD.
1064,512024,N.D.METAL INDUSTRIES LTD.
1065,512025,INERTIA STEEL LTD.
1066,512026,PH TRADING LTD.
1067,512036,Kapil Cotex Ltd.
1068,512038,TCC Concept Ltd
1069,512047,Royal India Corporation Limited
1070,512048,Luharuka Media & Infra Ltd
1071,512060,VENTURA GUARANTY LTD.
1072,512062,SANMITRA COMMERCIAL LTD.
1073,512063,AYOKI MERCANTILE LTD.
1074,512064,Vishvprabha Ventures Ltd
1075,512065,MRUGESH TRADING LTD.
1076,512067,Vishvjyoti Trading Ltd.
1077,512068,DECCAN GOLD MINES LTD.
1078,512070,UPL Limited
1079,512075,Suchak Trading Ltd.
1080,512091,ANSHUNI COMMERCIALS LTD.
1081,512093,CRANES SOFTWARE INTERNATIONAL LTD.
1082,512097,Saianand Commercial Limited
1083,512099,Eyantra Ventures Ltd
1084,512101,TRIOCHEM PRODUCTS LTD.
1085,512103,NIDHI GRANITES LTD.
1086,512105,Proaim Enterprises Ltd
1087,512109,AVIVA INDUSTRIES LTD.
1088,512113,Kelvin Fincap Ltd
1089,512117,TWIN ROSES TRADES & AGENCIES LTD.
1090,512121,Delma Infrastructure Limited
1091,512129,Jayant Mercantile Co.ltd.
1092,512131,Signet Industries Limited
1093,512135,ENSA STEEL INDUSTRIES LTD.
1094,512149,AVANCE TECHNOLOGIES LTD.
1095,512153,M Lakhamsi Industries Ltd
1096,512157,Terraform Realstate Limited
1097,512161,Securekloud Technologies Ltd
1098,512163,EXTOL COMMERCIAL LTD.
1099,512165,Abans Enterprises Ltd
1100,512167,MATRA REALTY LTD.
1101,512169,CAPRICORN SYSTEMS GLOBAL SOLUTIONS LTD.
1102,512175,VAMA INDUSTRIES LTD.
1103,512179,SUNTECK REALTY LTD.
1104,512191,Mishka Finance And Trading Ltd.
1105,512195,BENTLEY COMMERCIAL ENTERPRISES LTD.
1106,512197,SILVER OAK COMMERCIAL LTD.
1107,512199,CORE Education & Technologies Ltd
1108,512207,Effingo Textile & Trading Limited
1109,512213,CLASSIC ELECTRICALS LTD.
1110,512215,Stephanotis Finance Ltd
1111,512217,Prism Medico And Pharmacy Ltd.
1112,512219,FINAVENTURE CAPITAL LTD.
1113,512221,SPV Global Trading Ltd
1114,512229,VERITAS (INDIA) LTD.
1115,512233,JAYBHARAT TEXTILES & REAL ESTATE LTD.
1116,512237,JAI CORP LTD.
1117,512245,NIVI TRADING LTD.
1118,512247,ASHIRWAD CAPITAL LTD.
1119,512253,MEUSE KARA & SUNGRACE MAFATLAL LTD.
1120,512257,Swasti Vinayaka Art And Heritage Corporation Ltd
1121,512261,BAJAJ GLOBAL LTD.
1122,512267,MEDIA MATRIX WORLDWIDE LTD.
1123,512271,TASHI INDIA LTD.
1124,512273,ARONI COMMERCIALS LTD.
1125,512277,AUTORIDERS INTERNATIONAL LTD.
1126,512279,N2N Technologies Limited
1127,512285,Yuvraj International Ltd.
1128,512289,SHIRPUR GOLD REFINERY LTD.
1129,512291,SPEEDAGE COMMERCIALS LTD.
1130,512296,BHAGYANAGAR INDIA LTD.
1131,512297,Shantai Industries Ltd
1132,512299,STERLING BIOTECH LTD.
1133,512301,CHAMBAL BREWERIES & DISTILLERIES LTD.
1134,512303,MANSOON TRADING CO.LTD.
1135,512307,TYPHOON HOLDINGS LTD.
1136,512309,ROSEKAMAL TEXTILES LTD.
1137,512311,Surabhi Chemicals & Investments Ltd.
1138,512313,BIJLEE TEXTILES LTD.
1139,512319,Rajlaxmi Industries Ltd.
1140,512329,Kintech Renewables Ltd
1141,512332,BIRLA CAPITAL & FINANCIAL SERVICES LTD.
1142,512337,MAHASHREE TRADING LTD.
1143,512341,CES Limited
1144,512344,ARAVALI SECURITIES & FINANCE LTD.
1145,512345,Yash Trading & Finance Ltd.
1146,512355,Anukaran Commercial Enterprises Ltd.
1147,512359,Sword-Edge Commercials Limited
1148,512361,Cupid Trades & Finance Ltd.
1149,512367,SHERATON PROPERTIES & FINANCE LTD.
1150,512369,ENNORE COKE LTD.
1151,512375,INNOVENTIVE VENTURE LTD.
1152,512377,MAGNANIMOUS TRADE & FINANCE LTD.
1153,512379,CRESSANDA SOLUTIONS LTD.
1154,512381,Starteck Finance Ltd
1155,512393,SHARDUL SECURITIES LTD.
1156,512397,Ratan Glitter Industries Ltd.
1157,512399,Sera Investments & Finance India Ltd
1158,512404,BENGAL STEEL INDUSTRIES LTD.
1159,512405,I-POWER SOLUTIONS INDIA LTD.
1160,512408,UNIWORTH SECURITIES LTD.
1161,512409,Rajsanket Realty Limited
1162,512413,Spectacle Ventures Ltd
1163,512415,MERCURY TRADE LINKS LTD.
1164,512417,TRINITY TRADELINK LIMITED
1165,512425,NIRAV COMMERCIALS LTD.
1166,512433,ASUTOSH ENTERPRISES LTD.
1167,512437,APOLLO FINVEST (INDIA) LTD.
1168,512439,ESQUIRE MONEY GUARANTEES LTD.
1169,512441,ENBEE TRADE & FINANCE LTD.
1170,512443,Ganon Products Ltd
1171,512445,DEVINSU TRADING LTD.
1172,512449,Svc Resources Limited
1173,512453,SHRI JAGDAMBA POLYMERS LTD.
1174,512455,LLOYDS METALS AND ENERGY LTD.
1175,512461,PUNCTUAL TRADING LTD.
1176,512463,SHREE GLOBAL TRADEFIN LTD.
1177,512465,SANTOWIN CORPORATION LTD.
1178,512477,BETEX INDIA LTD.
1179,512479,Virya Resources Ltd
1180,512481,POLYTEX INDIA LTD.
1181,512485,DHANLAXMI COTEX LTD.
1182,512487,Remi Elektrotechnik Limited
1183,512489,OASIS SECURITIES LTD.
1184,512493,GARNET INTERNATIONAL LTD.
1185,512499,SHALIMAR PRODUCTIONS LTD.
1186,512505,MEENAKSHI STEEL INDUSTRIES LTD.
1187,512511,VARUN MERCANTILE LTD.
1188,512519,DONEAR INDUSTRIES LTD.
1189,512522,NEPTUNE EXPORTS LTD.
1190,512527,SUPER SALES INDIA LTD.
1191,512529,SEQUENT SCIENTIFIC LTD.
1192,512531,STATE TRADING CORPORATION OF INDIA LTD.
1193,512535,ASAHI INFRASTRUCTURE & PROJECTS LTD.
1194,512553,ZENITH EXPORTS LTD.
1195,512559,KOHINOOR FOODS LTD.
1196,512565,R.T.EXPORTS LTD.
1197,512573,AVANTI FEEDS LTD.
1198,512579,GUJARAT NRE COKE LTD.
1199,512585,Karma Industries Ltd.
1200,512587,ZODIAC-JRD-MKJ LTD.
1201,512589,SITA ENTERPRISES LTD.
1202,512591,PULSAR INTERNATIONAL LTD.
1203,512595,UNIMODE OVERSEAS LTD.
1204,512597,Keynote Financial Services Ltd
1205,512599,ADANI ENTERPRISES LTD.
1206,512600,Macro International Ltd
1207,512604,HARIA EXPORTS LTD.
1208,512608,BHANDARI HOSIERY EXPORTS LTD.
1209,512618,RLF LTD.
1210,512624,Regent Enterprises Ltd
1211,512626,ORBIT EXPORTS LTD.
1212,512634,SAVERA INDUSTRIES LTD.
1213,513005,VBC FERRO ALLOYS LTD.
1214,513010,Tata Steel Long Products Ltd
1215,513012,JEET MACHINE TOOLS LTD.
1216,513023,Nava Ltd
1217,513039,HINDUSTHAN UDYOG LTD.
1218,513043,Remi Edelstahl Tubulars Limited
1219,513059,G.S.AUTO INTERNATIONAL LTD.
1220,513063,TRANS-FREIGHT CONTAINERS LTD.
1221,513097,SHIVALIK BIMETAL CONTROLS LTD.
1222,513108,GANDHI SPECIAL TUBES LTD.
1223,513117,AMFORGE INDUSTRIES LTD.
1224,513119,ABC GAS (INTERNATIONAL) LTD.
1225,513121,ORICON ENTERPRISES LTD.
1226,513142,BALASORE ALLOYS LTD.
