Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-05-16 00:00:00+05:30,105.5498850339932,106.92193707012231,105.25587869008973,106.284912109375,9051577,0.0,0.0
2023-05-17 00:00:00+05:30,106.62793583580988,107.55896718507552,105.79489912879255,106.08891296386719,9456088,0.0,0.0
2023-05-18 00:00:00+05:30,106.33393345809303,107.06896064789552,105.10888814175556,105.64791107177734,7220608,0.0,0.0
2023-05-19 00:00:00+05:30,105.64790062917174,105.69689795073225,103.58981871948617,104.8638687133789,9255095,0.0,0.0
2023-05-22 00:00:00+05:30,106.38291732568142,109.07801649123493,105.45187858224115,108.24497985839844,27946526,0.0,0.0
2023-05-23 00:00:00+05:30,108.73500096775523,108.83301055821629,105.59888847713258,105.74589538574219,15214733,0.0,0.0
2023-05-24 00:00:00+05:30,105.74589571021778,107.11794773298101,105.15787555105697,106.6279296875,10722681,0.0,0.0
2023-05-25 00:00:00+05:30,105.84390801539605,108.53900752504735,105.84390801539605,107.4119644165039,11158044,0.0,0.0
2023-05-26 00:00:00+05:30,107.36295473267111,108.78400404695627,106.9219340137992,108.489990234375,7958341,0.0,0.0
2023-05-29 00:00:00+05:30,108.78401570265665,109.56804763549084,107.99998376982246,109.22502899169922,10330215,0.0,0.0
2023-05-30 00:00:00+05:30,109.22501881380533,110.35206180832746,108.78400556585763,109.02901458740234,7803617,0.0,0.0
2023-05-31 00:00:00+05:30,108.34300016254879,110.20506287944688,107.99998152588415,109.91105651855469,15741522,0.0,0.0
2023-06-01 00:00:00+05:30,109.96005024328362,111.18509539963519,109.76404600910027,110.64608001708984,9185292,0.0,0.0
2023-06-02 00:00:00+05:30,111.13609568187182,111.2340977968491,109.76404364094361,111.03809356689453,9939324,0.0,0.0
2023-06-05 00:00:00+05:30,111.08710030247515,116.28129508447566,111.08710030247515,113.3411865234375,35214281,0.0,0.0
2023-06-06 00:00:00+05:30,113.9291998022368,116.1342810887317,113.58618865308736,115.69326782226562,18999553,0.0,0.0
2023-06-07 00:00:00+05:30,116.37929012056446,116.62429915239723,115.15424496140062,115.69326782226562,11262532,0.0,0.0
2023-06-08 00:00:00+05:30,116.13427837871832,116.33028260877784,114.07620405476506,115.2032470703125,11188999,0.0,0.0
2023-06-09 00:00:00+05:30,115.64426608361653,119.02538782149944,114.37021609355725,117.94734954833984,19873573,0.0,0.0
2023-06-12 00:00:00+05:30,118.53537070056727,121.42648186221679,116.37929413686467,116.72230529785156,24331332,0.0,0.0
2023-06-13 00:00:00+05:30,117.50633797321431,120.00542571397382,116.5263018057598,119.66241455078125,16552079,0.0,0.0
2023-06-14 00:00:00+05:30,119.90742604057625,120.69145798137905,118.68238080624857,118.97639465332031,8660080,0.0,0.0
2023-06-15 00:00:00+05:30,118.9763883592191,120.29943564688446,117.65334107155374,119.5154037475586,13948239,0.0,0.0
2023-06-16 00:00:00+05:30,119.85841706148418,124.70959272682246,119.22139210616652,122.70051574707031,32649860,0.0,0.0
