Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-05-23 00:00:00+05:30,99.76804189285171,100.66985062621148,99.67311656363974,100.24267578125,21304034,0.0,0.0
2023-05-24 00:00:00+05:30,99.76803549230758,100.43252723883822,99.57818484606334,99.86296081542969,28454367,0.0,0.0
2023-05-25 00:00:00+05:30,99.67310754448535,99.86295818573022,99.00862305779053,99.53071594238281,25885062,0.0,0.0
2023-05-26 00:00:00+05:30,99.67311415029663,101.33433271946824,99.62564786567073,101.00209045410156,28362042,0.0,0.0
2023-05-29 00:00:00+05:30,101.57164666468469,103.32779050901772,100.90716215353316,102.94808197021484,41062311,0.0,0.0
2023-05-30 00:00:00+05:30,103.42271294222913,103.42271294222913,101.47671850405872,101.61911010742188,33475211,0.0,0.0
2023-05-31 00:00:00+05:30,101.00208480673945,101.52417769674136,100.24266774921581,100.43252563476562,41249944,0.0,0.0
2023-06-01 00:00:00+05:30,100.52745398383898,101.28686382189505,100.43252865937421,100.57491302490234,21211538,0.0,0.0
2023-06-02 00:00:00+05:30,101.0970106124878,102.80569537892977,101.0970106124878,102.52091217041016,46686933,0.0,0.0
2023-06-05 00:00:00+05:30,103.13794086131249,104.32452553012111,102.33106473499025,103.84989166259766,39642539,0.0,0.0
2023-06-06 00:00:00+05:30,104.18212745386526,104.27705277300946,102.80569222043033,103.47017669677734,26751372,0.0,0.0
2023-06-07 00:00:00+05:30,103.94481778679408,106.08067020707065,103.37525858985461,105.84335327148438,45157197,0.0,0.0
2023-06-08 00:00:00+05:30,105.84335065156675,107.26725222983896,105.3212505092651,105.5111083984375,46380294,0.0,0.0
2023-06-09 00:00:00+05:30,105.60603716292736,105.98574571130665,103.13794246196929,103.37525939941406,36392617,0.0,0.0
2023-06-12 00:00:00+05:30,103.61257433182969,104.98900964543846,103.61257433182969,103.94481658935547,23472313,0.0,0.0
2023-06-13 00:00:00+05:30,104.41944907329456,106.17559290469602,104.08720682016529,105.5111083984375,30018212,0.0,0.0
2023-06-14 00:00:00+05:30,105.84335365112106,108.21652301549598,105.7484283250137,108.02667236328125,66696433,0.0,0.0
2023-06-15 00:00:00+05:30,108.12159387581562,108.40636984409333,107.50456841437371,107.97920227050781,39430138,0.0,0.0
2023-06-16 00:00:00+05:30,108.59623377631912,108.97594233082823,108.07413360857683,108.45384216308594,31715807,0.0,0.0
2023-06-19 00:00:00+05:30,109.59295713767455,109.73534874642965,107.31472036694505,108.31144714355469,33502185,0.0,0.0
2023-06-20 00:00:00+05:30,108.31145054985274,109.40310992818952,107.74189133925823,108.45384216308594,30371599,0.0,0.0
2023-06-21 00:00:00+05:30,109.07086503228288,109.07086503228288,107.1248632637478,108.12159729003906,35627983,0.0,0.0
2023-06-22 00:00:00+05:30,108.41566715202538,109.98406592605112,108.36665913082426,108.90579223632812,34769987,3.6,0.0
2023-06-23 00:00:00+05:30,108.31764382435658,108.56270636694562,107.04331561140745,107.43541717529297,22190233,0.0,0.0
2023-06-26 00:00:00+05:30,107.43541841162211,108.02356702486097,105.96504313916729,107.68048095703125,25332751,0.0,0.0
2023-06-27 00:00:00+05:30,108.41566697286146,109.29789361889152,107.97455738920405,108.56270599365234,24129403,0.0,0.0
2023-06-28 00:00:00+05:30,109.29789306974682,109.8370336503662,108.70974446825356,109.34690856933594,23895274,0.0,0.0
