Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-05-12 00:00:00+05:30,53.900001525878906,54.5,52.849998474121094,54.150001525878906,59214,0.0,0.0
2023-05-15 00:00:00+05:30,54.20000076293945,62.5,53.849998474121094,61.650001525878906,1043976,0.0,0.0
2023-05-16 00:00:00+05:30,61.900001525878906,63.75,58.70000076293945,59.54999923706055,440368,0.0,0.0
2023-05-17 00:00:00+05:30,60.5,61.04999923706055,55.5,56.54999923706055,201966,0.0,0.0
2023-05-18 00:00:00+05:30,57.099998474121094,59.0,56.5,56.79999923706055,51088,0.0,0.0
2023-05-19 00:00:00+05:30,56.79999923706055,57.45000076293945,54.20000076293945,54.849998474121094,56237,0.0,0.0
2023-05-22 00:00:00+05:30,55.900001525878906,57.95000076293945,55.04999923706055,56.349998474121094,70294,0.0,0.0
2023-05-23 00:00:00+05:30,57.5,61.95000076293945,56.0,59.45000076293945,300405,0.0,0.0
2023-05-24 00:00:00+05:30,62.400001525878906,62.54999923706055,60.150001525878906,61.54999923706055,266437,0.0,0.0
2023-05-25 00:00:00+05:30,62.45000076293945,63.0,60.599998474121094,61.70000076293945,137964,0.0,0.0
2023-05-26 00:00:00+05:30,62.70000076293945,65.5,62.400001525878906,63.95000076293945,325323,0.0,0.0
2023-05-29 00:00:00+05:30,65.94999694824219,69.30000305175781,64.80000305175781,68.25,569282,0.0,0.0
2023-05-30 00:00:00+05:30,69.0999984741211,71.1500015258789,66.30000305175781,66.75,375929,0.0,0.0
2023-05-31 00:00:00+05:30,66.75,67.80000305175781,64.9000015258789,66.9000015258789,188329,0.0,0.0
2023-06-01 00:00:00+05:30,67.5,68.44999694824219,64.25,65.6500015258789,173964,0.0,0.0
2023-06-02 00:00:00+05:30,65.6500015258789,68.9000015258789,64.0,64.80000305175781,333568,0.0,0.0
2023-06-05 00:00:00+05:30,65.5,67.8499984741211,62.599998474121094,64.0999984741211,267865,0.0,0.0
2023-06-06 00:00:00+05:30,64.5,65.80000305175781,63.5,64.19999694824219,97145,0.0,0.0
2023-06-07 00:00:00+05:30,64.9000015258789,66.0,64.4000015258789,64.8499984741211,84836,0.0,0.0
2023-06-08 00:00:00+05:30,65.25,65.44999694824219,63.349998474121094,63.849998474121094,74917,0.0,0.0
2023-06-09 00:00:00+05:30,63.849998474121094,65.5,59.599998474121094,60.849998474121094,162900,0.0,0.0
2023-06-12 00:00:00+05:30,61.349998474121094,62.650001525878906,61.099998474121094,62.0,56759,0.0,0.0
2023-06-13 00:00:00+05:30,62.0,62.5,61.0,61.45000076293945,59003,0.0,0.0
2023-06-14 00:00:00+05:30,62.0,63.5,61.04999923706055,62.95000076293945,85968,0.0,0.0
2023-06-15 00:00:00+05:30,63.849998474121094,63.849998474121094,61.29999923706055,62.599998474121094,75250,0.0,0.0
2023-06-16 00:00:00+05:30,62.5,65.0,62.5,62.95000076293945,144585,0.0,0.0
2023-06-19 00:00:00+05:30,63.5,63.650001525878906,61.79999923706055,62.29999923706055,45147,0.0,0.0
2023-06-20 00:00:00+05:30,60.5,60.849998474121094,59.599998474121094,60.29999923706055,108455,0.0,0.0
2023-06-21 00:00:00+05:30,60.95000076293945,61.5,60.0,60.150001525878906,66307,0.0,0.0
2023-06-22 00:00:00+05:30,60.400001525878906,61.0,59.5,59.70000076293945,38817,0.0,0.0
2023-06-23 00:00:00+05:30,60.0,60.0,57.900001525878906,58.25,42504,0.0,0.0
2023-06-26 00:00:00+05:30,58.099998474121094,59.20000076293945,58.0,58.95000076293945,24466,0.0,0.0
2023-06-27 00:00:00+05:30,59.95000076293945,65.0,59.95000076293945,62.75,315643,0.0,0.0
2023-06-28 00:00:00+05:30,63.099998474121094,64.9000015258789,62.0,64.19999694824219,122749,0.0,0.0
2023-06-30 00:00:00+05:30,65.0,65.0,61.900001525878906,62.54999923706055,73107,0.0,0.0
2023-07-03 00:00:00+05:30,63.400001525878906,64.0,61.75,62.95000076293945,51515,0.0,0.0
2023-07-04 00:00:00+05:30,60.04999923706055,63.04999923706055,60.04999923706055,62.650001525878906,40288,0.0,0.0
